Address,Age,City,Education,Employment,Fertility,FirstName,FullName,Gender,HairColor,Height,LastName,MiddleI,Race,Salary,State,Weight,Zip
4928 S. Arthur Blvd.,69,River West,4YD,E,1,Rashan,Rashan T. Collins,M,Black,69.88,Collins,T.,B,50.0,UT,146,92237
899 E. 95th Blvd.,43,Eerie,HS,E,4,Kevin,Kevin C. Carter,M,Brown,64.38,Carter,C.,W,58.5,VA,192,96916
941 N. Lake Blvd.,38,Olympus,HS,H,3,Gladys,Gladys B. Collins,F,Black,70.92,Collins,B.,W,55.38,OK,141,92028
2670 S. Main Street,70,Sunnydale,2YD,U,0,Maria,Maria A. Mcdonald,F,Blonde,67.69,Mcdonald,A.,W,49.53,NM,176,94706
5047 N. National Avenue,25,Fresno,2YD,U,0,Frances,Frances I. Mitchell,F,Blonde,62.39,Mitchell,I.,W,47.58,CA,119,73378
2680 E. Lake Road,25,Sunnydale,GS,U,4,Karen,Karen E. Fisher,F,Red,64.71,Fisher,E.,W,39.78,GA,155,40564
7082 S. Elm Street,50,Gotham,PHD,H,1,Alice,Alice M. Harris,F,Blonde,66.92,Harris,M.,W,57.72,NH,161,74263
4705 W. Cedar Avenue,28,Smalltown,HS,U,1,Stacey,Stacey L. Fisher,F,Brown,63.86,Fisher,L.,W,39.0,DE,138,53742
1305 S. Lake Street,64,Springfield,HS,U,2,Brisa,Brisa M. Vega,F,Black,56.55,Vega,M.,H,45.63,KY,122,15958
2442 W. Wright Street,70,Fresno,HS,E,2,Jason,Jason E. Hoffman,M,Brown,67.01,Hoffman,E.,W,61.0,CA,160,42286
2376 N. Lake Road,23,Chico,4YD,H,1,Spencer,Spencer C. Meyer,M,Brown,73.83,Meyer,C.,W,60.0,CA,167,80014
288 S. Becher Street,48,Vice City,4YD,L,3,Asencion,Asencion A. Salazar,F,Black,65.36,Salazar,A.,H,46.800000000000004,VT,146,51231
8452 W. Townsend Road,34,Vice City,GS,C,2,Michael,Michael C. Robinson,M,Black,71.53,Robinson,C.,W,50.0,KS,188,87998
4899 S. Becher Road,38,Dawnstar,GS,S,3,Josémaría,Josémaría C. Barrera,M,Black,72.2,Barrera,C.,H,58.5,MI,201,63017
6752 N. Park Blvd.,44,Thundera,4YD,C,2,Bruno,Bruno L. Ibarra,M,Black,71.35,Ibarra,L.,H,63.5,IL,162,71470
4805 N. 95th Street,65,Oldtown,MAS,S,6,Ty,Ty D. Weaver,M,Black,76.05,Weaver,D.,W,56.5,RI,153,28191
7649 S. Center Blvd.,23,Dawnstar,GS,L,2,Aaron,Aaron S. Nelson,M,Brown,60.17,Nelson,S.,W,74.0,VT,173,57247
9590 S. Garfield Road,54,Braavos,PHD,S,2,Shannon,Shannon J. Price,F,Brown,64.12,Price,J.,W,39.78,MT,152,23695
7859 N. Washington Avenue,62,Atlantis,4YD,E,2,Maureen,Maureen E. Walker,F,Brown,65.76,Walker,E.,W,49.92,DE,168,59693
7666 W. Hill Road,54,Balmora,4YD,S,1,Pauline,Pauline B. Collins,F,Brown,66.2,Collins,B.,W,39.78,OH,145,16897
1117 E. Maple Blvd.,19,Balmora,HS,C,2,Brandon,Brandon J. Henderson,M,Brown,68.57,Henderson,J.,W,65.0,CO,190,49236
3010 W. Lake Avenue,52,Epicburg,GS,S,1,Jane,Jane M. Cox,F,Brown,60.95,Cox,M.,W,57.72,AZ,132,45807
7251 W. Hill Avenue,64,Balmora,PHD,L,3,Derrick,Derrick E. Snyder,M,Black,67.95,Snyder,E.,W,74.0,IL,150,61501
6726 N. Pine Road,60,River West,4YD,L,2,Barbie,Barbie J. Griffin,F,Blonde,63.38,Griffin,J.,W,39.78,NC,131,20831
845 E. Lake Avenue,36,Lakeview,GS,L,2,Kase,Kase D. Clark,M,Blonde,65.81,Clark,D.,W,53.0,IL,145,27050
8241 N. 75th Blvd.,46,Vice City,HS,U,1,Heidi,Heidi I. Peterson,F,Brown,68.59,Peterson,I.,W,44.07,GA,120,67370
708 E. Becher Road,69,Dawnstar,2YD,E,1,Kai,Kai F. Green,M,Brown,72.85,Green,F.,W,50.0,MS,172,79880
1111 W. Elm Blvd.,23,Sacramento,GS,H,0,Kason,Kason J. Simmons,M,Brown,66.53,Simmons,J.,W,53.0,CA,171,72077
6645 S. Pine Road,54,New York,4YD,H,2,Anita,Anita E. Williams,F,Red,63.81,Williams,E.,W,42.9,NY,178,11251
4647 E. Cedar Street,47,Smalltown,2YD,E,2,Bevaun,Bevaun A. Green,M,Black,64.71,Green,A.,B,58.5,PA,169,83549
6089 E. Center Street,34,Thundera,PHD,L,3,Michael,Michael J. Sanders,M,Brown,73.95,Sanders,J.,W,71.0,OH,185,13950
5575 S. Elm Road,43,Chico,MAS,C,0,Denise,Denise M. Olson,F,Brown,68.2,Olson,M.,W,47.58,CA,194,85250
7790 W. Washington Avenue,52,Fresno,PHD,S,0,Arthur,Arthur J. Howard,M,Black,72.01,Howard,J.,W,53.0,CA,186,17536
5118 W. Holton Avenue,25,Atlantis,HS,S,0,Fred,Fred F. Bailey,M,Red,69.17,Bailey,F.,W,64.0,CO,147,11207
8000 E. Lake Road,36,South Park,2YD,U,3,Janice,Janice M. Martin,F,Brown,65.24,Martin,M.,W,42.9,TN,127,53153
1316 S. Wright Street,38,Oldtown,HS,L,3,Dustin,Dustin G. Henderson,M,Red,59.59,Henderson,G.,W,73.5,ND,148,42048
9205 W. National Avenue,21,Blackwater,GS,H,1,Cleavant,Cleavant W. Porter,M,Black,67.32,Porter,W.,B,72.0,MN,175,43471
5983 N. Cedar Road,21,Valyria,2YD,E,0,Phyllis,Phyllis N. Mitchell,F,Black,66.43,Mitchell,N.,W,48.36,ND,151,79045
2519 W. Washington Avenue,64,New York,2YD,L,2,Larry,Larry S. Hall,M,Blonde,73.17,Hall,S.,W,61.0,NY,164,57684
4783 W. Pearl Road,32,Braavos,4YD,H,2,Nia,Nia A. Ward,F,Black,65.7,Ward,A.,B,57.72,KY,152,39216
1025 S. Clarke Blvd.,20,Oldtown,2YD,C,2,Lakresha,Lakresha M. Baker,F,Black,62.06,Baker,M.,B,44.07,NV,131,53265
7483 N. Lake Road,62,Oldtown,HS,U,3,Shaneta,Shaneta M. Sims,F,Black,57.34,Sims,M.,B,47.58,CT,134,20876
5883 S. Elm Street,29,Sunnydale,HS,S,0,Kim,Kim M. Nichols,F,Brown,56.22,Nichols,M.,W,57.72,SD,131,39156
1758 S. Elm Street,57,Midland,PHD,S,3,Rhashan,Rhashan A. Alexander,M,Black,69.88,Alexander,A.,B,60.0,TX,169,97455
9642 N. GreenField Avenue,43,New York,4YD,C,1,Ladonne,Ladonne H. Howard,F,Black,63.57,Howard,H.,B,44.07,NY,160,49131
411 S. Park Road,70,Bedrock,GS,L,3,Noura,Noura Asfour,F,Black,64.95,Asfour, ,A,49.53,KY,171,29946
8744 E. Cedar Road,58,Epicburg,HS,S,0,Holly,Holly C. Kennedy,F,Black,68.99,Kennedy,C.,W,39.78,SC,130,89340
7684 N. Maple Street,63,Olympus,GS,S,4,Lauren,Lauren J. Snyder,F,Black,66.13,Snyder,J.,W,46.800000000000004,PA,141,55832
7763 N. Lake Street,18,Vice City,HS,S,1,Madison,Madison A. Alexander,F,Black,64.28,Alexander,A.,B,42.9,AL,147,81832
8098 N. Townsend Road,43,Pythonville,2YD,L,1,Sammy,Sammy G. Taylor,M,Black,72.64,Taylor,G.,B,56.5,SC,173,38231
8217 E. Garfield Road,73,South Park,4YD,E,2,Kaneasha,Kaneasha E. Robinson,F,Black,63.84,Robinson,E.,B,50.7,NC,159,69165
857 N. Wright Street,31,Mordor,HS,S,2,Rodell,Rodell S. Anderson,M,Black,74.97,Anderson,S.,B,58.5,DE,186,70099
4431 S. Hill Street,42,Springfield,PHD,U,2,Steven,Steven A. Sanders,M,Brown,69.25,Sanders,A.,W,61.0,NJ,204,12626
2949 S. 95th Blvd.,67,River West,GS,H,2,Peter,Peter S. Kelley,M,Brown,68.94,Kelley,S.,W,51.0,PA,146,11218
7507 W. Arthur Street,22,Los Angeles,2YD,U,1,Fai,Fai A. Ng,M,Black,69.26,Ng,A.,O,53.0,CA,183,64597
8110 W. Townsend Road,70,Blackwater,HS,U,1,Jerome,Jerome G. Jones,M,Blonde,69.96,Jones,G.,W,62.0,UT,282,81529
5195 N. Becher Street,64,Atlantis,2YD,U,2,George,George C. Brooks,M,Brown,70.91,Brooks,C.,W,50.0,OR,188,19784
4923 W. Oak Road,45,Chico,4YD,S,0,Valentín,Valentín G. Gonzales,M,Black,65.15,Gonzales,G.,H,53.0,CA,149,76476
5269 E. Becher Road,52,Springfield,GS,U,2,Adrian,Adrian C. Meyer,F,Brown,58.77,Meyer,C.,W,57.330000000000005,KY,147,60497
546 S. Cedar Road,62,Fresno,HS,H,3,Kita,Kita N. Ng,F,Black,61.45,Ng,N.,O,39.78,CA,155,49269
4765 E. 91st Street,55,Mordor,HS,H,3,Koji,Koji W. Ng,M,Black,70.6,Ng,W.,O,73.5,GA,173,58583
9714 E. Lake Road,18,Orlando,GS,C,5,Byue,Byue R. Graham,F,Black,62.67,Graham,R.,I,42.9,FL,136,76478
6256 W. Pine Road,56,Midland,MAS,L,2,Blakey,Blakey D. Hawkins,M,Black,71.05,Hawkins,D.,B,65.0,TX,141,84448
5562 N. Lake Avenue,47,New York,2YD,C,3,Alvira,Alvira L. Sandoval,F,Black,66.28,Sandoval,L.,H,44.85,NY,164,53379
0 W. Becher Blvd.,46,Oldtown,GS,C,1,Deisha,Deisha I. Carter,F,Black,59.32,Carter,I.,B,57.330000000000005,MN,176,20474
3082 E. Oak Blvd.,52,Winterfell,PHD,C,1,Alice,Alice I. Parker,F,Blonde,67.35,Parker,I.,W,42.9,CO,142,91291
7890 W. Clarke Street,41,Dawnstar,GS,C,0,Kristin,Kristin N. Kelley,F,Blonde,66.55,Kelley,N.,W,56.160000000000004,NV,159,40664
7231 E. Washington Blvd.,46,Metropolis,PHD,H,2,Matthew,Matthew J. Thomas,M,Black,63.6,Thomas,J.,W,71.0,CT,143,20163
2611 E. Maple Street,39,Sunnydale,PHD,C,1,Melinda,Melinda M. Cole,F,Blonde,58.69,Cole,M.,W,44.07,WV,175,23386
553 S. 95th Street,62,Los Angeles,MAS,U,2,Donna,Donna B. Wilson,F,Blonde,59.79,Wilson,B.,W,41.34,CA,153,23132
8907 N. 95th Blvd.,49,Blackwater,4YD,C,1,Steve,Steve D. Olson,M,Brown,70.75,Olson,D.,W,68.5,KY,169,30228
6672 S. 75th Street,66,Sunnydale,2YD,U,2,Wissem,Wissem Safar,M,Black,68.7,Safar, ,A,60.0,PA,177,66561
6074 N. 91st Blvd.,27,Waco,HS,C,0,Aniceta,Aniceta J. Ortiz,F,Black,62.24,Ortiz,J.,H,49.92,TX,166,94709
6508 W. Pearl Street,43,Gotham,2YD,U,0,Beverly,Beverly L. Harrison,F,Brown,62.98,Harrison,L.,W,46.800000000000004,IL,210,35261
1762 N. Hill Road,65,Tampa,2YD,S,1,Rondall,Rondall A. Ward,M,Black,72.56,Ward,A.,B,68.5,FL,183,58722
5721 E. Center Street,18,Lakeview,GS,H,3,Filia,Filia E. Maldonado,F,Black,56.2,Maldonado,E.,H,49.92,MD,113,38127
3001 W. Lake Street,29,Buffalo,HS,C,2,Derrick,Derrick S. Fisher,M,Black,73.92,Fisher,S.,W,61.0,NY,191,70179
5315 E. Arthur Road,44,Milwaukee,MAS,S,0,Dana,Dana E. Peters,F,Black,62.16,Peters,E.,W,42.9,WI,159,37633
8629 S. 75th Street,53,San Antonio,GS,H,2,Jalen,Jalen T. Lewis,M,Black,73.83,Lewis,T.,B,68.5,TX,144,31314
1376 W. Becher Street,18,Midland,GS,E,3,Gerardokannon,Gerardokannon M. Foster,M,Red,66.55,Foster,M.,W,71.0,TX,215,87071
2078 S. High Street,56,Sunnydale,2YD,H,0,Alaqua,Alaqua M. Yazzie,F,Black,65.18,Yazzie,M.,I,45.63,NJ,152,31318
2916 N. Main Street,49,Oldtown,PHD,C,3,Kayson,Kayson F. Moore,M,Black,65.17,Moore,F.,W,68.5,NC,180,16217
1983 W. Chambers Street,73,Daytona Beach,PHD,U,2,Joel,Joel C. Bailey,M,Black,67.59,Bailey,C.,W,51.0,FL,191,71944
7635 S. Arthur Road,25,Buffalo,4YD,U,3,Ernest,Ernest T. Nichols,M,Brown,72.98,Nichols,T.,W,62.0,NY,175,11859
5945 W. Hill Road,52,Fresno,MAS,U,4,Benjamin,Benjamin C. Hoffman,M,Brown,67.55,Hoffman,C.,W,65.0,CA,169,79387
8044 S. Oak Street,74,Winterfell,4YD,C,2,Tina,Tina Almasi,F,Black,61.98,Almasi, ,A,53.43,ND,162,81115
1515 N. High Street,53,Winterfell,PHD,U,6,Ruby,Ruby G. Evans,F,Brown,61.1,Evans,G.,W,42.9,SC,140,19361
4800 N. 95th Blvd.,51,Sacramento,4YD,E,3,Bonita,Bonita M. Cervantes,F,Black,57.35,Cervantes,M.,H,49.53,CA,146,31326
1715 W. Holton Avenue,67,Epicburg,4YD,S,0,Latanna,Latanna B. Hayes,F,Black,61.47,Hayes,B.,B,44.07,MT,147,81269
1542 S. Cedar Avenue,60,South Park,HS,C,0,Erin,Erin L. Roberts,F,Black,66.41,Roberts,L.,W,44.85,PA,135,43625
3571 N. Oak Road,71,Midland,HS,U,3,Kenji,Kenji M. Rios,M,Black,69.89,Rios,M.,H,55.0,TX,178,49211
5764 S. Park Street,35,Milwaukee,MAS,L,1,Wayne,Wayne G. Hoffman,M,Red,69.41,Hoffman,G.,W,74.0,WI,193,94199
1125 E. Chambers Street,51,Fresno,2YD,S,0,Leonel,Leonel E. Warren,M,Black,68.95,Warren,E.,B,74.0,CA,147,32184
9733 W. Pearl Road,20,Metropolis,HS,E,2,Martín,Martín D. Rivas,M,Black,65.13,Rivas,D.,H,68.5,IN,172,83461
2616 S. Main Blvd.,24,Valyria,4YD,U,2,Juanjosé,Juanjosé C. Leon,M,Black,72.05,Leon,C.,H,60.0,MN,228,19203
3085 S. Elm Blvd.,35,Smalltown,4YD,C,6,Chara,Chara D. Macias,F,Black,56.28,Macias,D.,H,55.38,NE,156,27020
6763 E. Hill Road,64,Faketown,MAS,L,5,Nathan,Nathan J. Kelley,M,Brown,72.25,Kelley,J.,W,62.0,MA,180,25411
5126 N. Becher Street,69,Bedrock,HS,C,0,Brent,Brent M. Allen,M,Brown,69.47,Allen,M.,W,60.0,SC,191,51987
3719 N. 95th Street,28,Orlando,4YD,U,4,Heather,Heather M. Reynolds,F,Brown,71.28,Reynolds,M.,W,57.72,FL,135,94150
3252 W. Hill Road,67,Vice City,4YD,C,2,Gina,Gina E. Marshall,F,Blonde,60.75,Marshall,E.,W,48.36,MD,127,20599
3844 S. Pine Road,65,Eerie,GS,E,2,Jeffrey,Jeffrey F. Hoffman,M,Blonde,70.75,Hoffman,F.,W,60.0,NC,191,86053
3144 S. Oak Blvd.,62,Vice City,4YD,S,1,Cameron,Cameron A. Kennedy,F,Brown,61.34,Kennedy,A.,W,39.0,SC,180,11739
6837 W. National Avenue,49,River West,2YD,L,2,Lela,Lela A. Boyd,F,Black,66.35,Boyd,A.,B,57.72,ID,122,61623
3432 N. Pearl Road,70,Sacramento,HS,U,2,Kimberly,Kimberly E. Richardson,F,Brown,64.27,Richardson,E.,W,49.92,CA,136,39259
67 W. 75th Street,56,Atlantis,4YD,E,4,Kasen,Kasen R. Kelly,M,Black,65.46,Kelly,R.,W,58.5,MA,192,61963
6518 S. High Blvd.,40,Valyria,PHD,C,0,Avery,Avery F. Pfeifer,M,Brown,64.16,Pfeifer,F.,W,60.0,SD,173,13316
4983 E. Washington Avenue,61,New York,4YD,C,1,Ann,Ann I. Adams,F,Blonde,59.71,Adams,I.,W,39.0,NY,147,83751
1245 S. Becher Road,59,Atlantis,MAS,U,0,Jazmine,Jazmine D. Williams,F,Black,60.81,Williams,D.,B,41.34,RI,134,18128
188 E. North Street,35,Dawnstar,PHD,U,3,Eugene,Eugene M. Ryan,M,Brown,70.69,Ryan,M.,W,60.0,PA,167,70036
73 S. Washington Road,21,Valyria,GS,S,4,Almeria,Almeria C. Orozco,F,Black,62.18,Orozco,C.,H,57.72,IL,143,14987
5294 N. Maple Street,34,Westworld,HS,E,0,Kathryn,Kathryn J. Murray,F,Brown,63.02,Murray,J.,W,53.43,ME,152,39900
7993 S. Park Street,42,King's Landing,2YD,S,1,Cueto,Cueto J. Romero,M,Black,71.04,Romero,J.,H,61.0,MS,206,65339
5847 N. Oak Road,51,Balmora,HS,U,0,Camille,Camille A. Peterson,F,Brown,66.72,Peterson,A.,W,57.72,NJ,202,52046
9149 N. Main Street,35,Oldtown,HS,H,3,Arlene,Arlene E. Davis,F,Brown,71.41,Davis,E.,W,49.53,OK,133,15639
4084 W. Park Road,39,Tampa,PHD,H,3,Alberta,Alberta A. Peterson,F,Black,74.73,Peterson,A.,W,39.78,FL,139,88900
3127 W. Washington Avenue,52,Chico,HS,S,0,Bourey,Bourey D. Chou,M,Black,68.93,Chou,D.,O,60.0,CA,171,58943
4363 S. Arthur Blvd.,68,Fort Myers,2YD,H,5,Warren,Warren T. Cox,M,Brown,69.2,Cox,T.,W,57.5,FL,198,74093
7368 S. Becher Blvd.,46,South Park,HS,E,1,Laquenetta,Laquenetta M. Simmons,F,Black,61.5,Simmons,M.,B,57.72,MS,179,28198
4803 E. Maple Street,58,Thundera,MAS,E,2,Yanika,Yanika A. Stewart,F,Black,61.04,Stewart,A.,B,50.7,TN,110,70826
985 E. Wright Street,71,Chico,2YD,E,2,April,April L. Barnes,F,Black,63.44,Barnes,L.,W,50.7,CA,127,80498
8884 S. Hill Road,40,Oldtown,4YD,H,4,Bahia,Bahia J. Mendez,F,Black,57.89,Mendez,J.,H,46.800000000000004,KY,138,56171
6927 N. Cedar Road,55,Pythonville,GS,S,2,Matthew,Matthew J. Solis,M,Black,78.21,Solis,J.,H,74.0,AK,169,57403
3599 W. Locust Street,22,Faketown,2YD,H,5,Brandon,Brandon F. Ryan,M,Brown,65.45,Ryan,F.,W,74.0,WV,178,65035
3 N. Pine Road,64,Pythonville,2YD,S,1,Bruns,Bruns C. Miller,M,Black,58.31,Miller,C.,B,55.0,CT,235,53085
5445 N. Pine Road,51,Midland,MAS,E,1,Diane,Diane N. Hughes,F,Black,63.35,Hughes,N.,W,41.34,TX,147,79341
1705 E. Main Street,26,Casper,4YD,U,1,Manuel,Manuel R. Stevens,M,Red,70.19,Stevens,R.,W,60.0,FL,160,64961
3643 S. High Blvd.,21,Metropolis,2YD,S,0,Beverly,Beverly M. Thomas,F,Blonde,65.61,Thomas,M.,W,57.72,VA,148,33456
279 W. Maple Street,50,Vice City,4YD,C,1,Camden,Camden G. Mitchell,M,Brown,66.1,Mitchell,G.,W,73.5,NV,159,69650
4775 N. 34 Street,49,Vice City,2YD,E,0,Aaron,Aaron A. Bell,F,Black,58.18,Bell,A.,W,53.43,PA,168,31805
1581 E. Oak Road,42,Epicburg,GS,L,3,Barbara,Barbara E. Russell,F,Brown,59.82,Russell,E.,W,39.78,IL,178,95178
6118 S. 84th Street,74,Vice City,GS,L,0,Sergio,Sergio G. Mercado,M,Black,69.28,Mercado,G.,H,55.0,IL,154,74530
238 S. Pearl Road,63,Thundera,HS,U,4,Corey,Corey D. Griffin,M,Brown,73.16,Griffin,D.,W,53.0,AR,141,74564
8685 S. North Street,72,Blackwater,HS,L,2,Anastasia,Anastasia N. Ellis,F,Brown,65.8,Ellis,N.,W,42.9,NV,159,47372
7054 N. Washington Road,75,Olympus,2YD,E,2,Jessie,Jessie M. Johnson,F,Brown,69.69,Johnson,M.,W,49.92,VT,138,92784
7253 W. Chambers Street,23,Epicburg,GS,S,2,Arthur,Arthur M. Cox,M,Black,72.83,Cox,M.,W,62.0,IL,161,31508
6555 N. Hill Avenue,39,Epicburg,HS,E,0,Arthur,Arthur L. Simmons,M,Blonde,68.34,Simmons,L.,W,65.0,SC,212,93858
3295 N. Chambers Street,59,Sunnydale,MAS,L,2,Annie,Annie A. Carter,F,Red,68.56,Carter,A.,W,49.53,HI,113,52383
2974 W. Pine Road,69,Balmora,MAS,U,0,Viola,Viola N. Edwards,F,Blonde,64.43,Edwards,N.,W,57.72,NC,134,41567
294 E. National Avenue,42,Epicburg,HS,C,3,Louise,Louise N. Meyer,F,Blonde,60.41,Meyer,N.,W,57.330000000000005,ME,135,86932
1426 N. Main Street,55,Atlantis,HS,U,1,Tim,Tim D. Owens,M,Red,67.3,Owens,D.,W,60.0,AR,200,11682
2954 S. 84th Street,73,Sunnydale,4YD,U,2,Rafael,Rafael M. Taylor,M,Red,69.56,Taylor,M.,W,64.0,PA,148,27563
4227 E. Lake Avenue,25,Atlantis,4YD,L,2,Hector,Hector C. Long,M,Black,70.11,Long,C.,W,65.0,NC,156,43338
2347 E. Cedar Street,22,Dawnstar,HS,E,2,Andre,Andre J. Hamilton,M,Black,73.77,Hamilton,J.,B,72.0,KY,153,90911
2653 N. Locust Street,75,Sunnydale,MAS,U,3,Bertunga,Bertunga M. Trevino,F,Black,62.88,Trevino,M.,H,57.72,WV,144,79063
2901 N. Lake Street,49,Chico,PHD,U,5,Bernadine,Bernadine M. Ellis,F,Brown,60.91,Ellis,M.,W,48.36,CA,167,51196
5564 S. 17th Street,64,Eerie,4YD,C,3,Tauni,Tauni D. Alexander,F,Black,58.19,Alexander,D.,B,49.53,WA,155,46440
4378 E. 91st Street,37,South Park,MAS,S,3,Leslie,Leslie M. Collins,F,Brown,60.57,Collins,M.,W,56.160000000000004,WA,124,20245
6738 E. Oak Street,50,Fresno,4YD,L,2,Grant,Grant E. Gibson,M,Blonde,64.07,Gibson,E.,W,71.0,CA,175,60179
3861 E. Pearl Road,27,Westworld,4YD,E,0,Courtney,Courtney A. Perry,F,Blonde,63.2,Perry,A.,W,55.38,IL,123,86965
7962 N. Cedar Street,62,Sacramento,2YD,C,3,Bryan,Bryan C. Kelly,M,Blonde,67.69,Kelly,C.,W,55.0,CA,140,30128
7207 W. 17th Blvd.,30,Bedrock,GS,U,0,Abigail,Abigail C. Gray,F,Brown,60.89,Gray,C.,W,45.63,OR,144,68200
15 W. Pine Road,25,Sunnydale,4YD,C,0,Doris,Doris M. Robinson,F,Brown,62.67,Robinson,M.,W,39.0,HI,152,96893
5909 N. Lake Street,53,Lakeview,HS,C,3,Cody,Cody S. Roberts,M,Black,64.63,Roberts,S.,B,56.5,IL,151,30972
947 E. Cedar Road,60,Winterfell,MAS,U,0,Candi,Candi E. Bell,F,Red,63.87,Bell,E.,W,47.58,NV,184,64809
3742 W. Wright Street,41,Westworld,4YD,L,1,Wanda,Wanda D. Graham,F,Black,63.28,Graham,D.,W,39.0,VA,136,81893
9055 W. Lake Avenue,70,New York,PHD,U,1,Sajjad,Sajjad Najjar,M,Black,69.91,Najjar, ,A,72.0,NY,209,41834
2526 N. Park Road,33,Fresno,MAS,L,3,Dionisio,Dionisio A. Duran,M,Black,64.14,Duran,A.,H,57.5,CA,206,11293
9675 N. Oak Road,24,New York,4YD,E,3,Keith,Keith C. Wilson,M,Red,68.78,Wilson,C.,W,55.0,NY,185,13157
8832 S. Washington Road,31,Springfield,HS,L,4,Dylan,Dylan W. Hansen,M,Red,72.53,Hansen,W.,W,51.0,IL,203,14505
5219 S. Locust Street,24,King's Landing,HS,L,2,Pauline,Pauline E. Robinson,F,Black,70.47,Robinson,E.,W,39.78,AZ,155,23381
6760 S. Cedar Road,26,Buffalo,HS,C,0,Juanita,Juanita M. Jackson,F,Blonde,64.08,Jackson,M.,W,39.0,NY,141,32628
3120 N. Becher Road,74,Sacramento,PHD,C,1,Laila,Laila A. Moore,F,Black,65.46,Moore,A.,B,41.34,CA,132,14898
7873 S. Main Blvd.,55,Lakeview,HS,H,3,Corey,Corey M. Taylor,M,Red,72.37,Taylor,M.,W,74.0,GA,173,77581
7085 E. Oak Blvd.,32,King's Landing,2YD,C,5,Cica,Cica D. Crawford,M,Black,72.97,Crawford,D.,B,72.0,IN,220,63286
6792 E. Lake Road,74,Braavos,GS,E,0,Albert,Albert J. Clark,M,Brown,64.47,Clark,J.,W,68.5,IA,148,60537
3832 S. Hill Road,59,Los Angeles,GS,U,1,Jamie,Jamie A. Turner,F,Brown,60.96,Turner,A.,W,49.53,CA,124,44741
8032 W. Arthur Road,60,Buffalo,PHD,E,5,Dolores,Dolores H. Lee,F,Brown,65.95,Lee,H.,W,44.07,NY,208,44647
2607 S. 75th Street,38,Balmora,4YD,E,3,Izabella,Izabella A. Ruiz,F,Black,65.55,Ruiz,A.,H,57.72,OK,145,45634
5073 S. Pine Street,66,Eerie,2YD,C,0,Damian,Damian J. Fox,M,Brown,67.19,Fox,J.,W,73.5,SD,159,14673
5663 S. 34 Blvd.,41,South Park,GS,U,2,Jeffrey,Jeffrey D. Howard,M,Brown,70.96,Howard,D.,W,68.5,KY,145,38343
8178 N. Hill Road,68,King's Landing,HS,S,4,Wilma,Wilma I. Ryan,F,Red,57.68,Ryan,I.,W,48.36,AZ,151,92385
1505 E. Holton Avenue,36,Mordor,2YD,S,0,Adalberto,Adalberto A. Trujillo,M,Black,72.19,Trujillo,A.,H,51.0,PA,168,20956
6441 S. Pine Road,41,Los Angeles,4YD,E,2,Susan,Susan R. Morris,F,Brown,62.25,Morris,R.,W,47.58,CA,173,12451
9728 E. Park Street,35,Smalltown,PHD,C,0,Malachi,Malachi C. Ward,M,Brown,70.42,Ward,C.,W,61.0,WV,189,67101
5351 N. National Avenue,57,Pythonville,HS,L,0,Sudarshini,Sudarshini R. Hsu,F,Black,57.29,Hsu,R.,O,55.38,CO,138,70858
4556 N. Locust Blvd.,67,Chico,PHD,C,0,Serena,Serena E. Ross,F,Black,69.41,Ross,E.,B,55.38,CA,117,97102
9151 W. Center Street,18,Eerie,HS,E,2,Barry,Barry R. Kelly,M,Brown,67.94,Kelly,R.,W,53.0,NV,147,37826
5051 E. Hill Street,54,San Antonio,4YD,L,2,Christina,Christina C. Peters,F,Blonde,63.61,Peters,C.,W,41.34,TX,126,14877
4 N. Pearl Street,21,Valyria,HS,U,0,Kalisha,Kalisha M. Parker,F,Black,62.03,Parker,M.,B,53.43,NC,129,27587
5941 E. Hill Road,50,Pythonville,HS,H,3,Greg,Greg J. Kelly,M,Brown,72.29,Kelly,J.,W,61.0,VA,232,71369
28 S. Oak Blvd.,25,River West,2YD,L,2,David,David G. Long,M,Red,69.39,Long,G.,W,60.0,MA,154,42889
2214 E. Arthur Street,67,Daytona Beach,PHD,C,3,Cody,Cody F. Hall,M,Brown,72.28,Hall,F.,W,55.0,FL,190,60200
413 S. Hill Road,63,Green Bay,MAS,L,2,Rafael,Rafael C. James,M,Red,72.65,James,C.,W,71.0,WI,146,70067
8230 S. 75th Blvd.,58,Casper,2YD,L,5,Camala,Camala J. Suarez,F,Black,62.72,Suarez,J.,H,50.7,FL,175,73517
6923 W. Elm Road,72,Vice City,MAS,S,7,Suzanne,Suzanne M. Simmons,F,Brown,68.47,Simmons,M.,W,39.78,MD,153,89898
3631 N. North Street,56,Eerie,MAS,U,1,Don,Don G. West,M,Brown,70.16,West,G.,W,61.0,IL,180,84042
1502 W. 95th Street,48,Metropolis,MAS,L,3,Bobby,Bobby E. Schmidt,M,Brown,66.08,Schmidt,E.,W,50.0,AK,171,35203
2191 S. Lake Avenue,47,Epicburg,2YD,U,0,Calfuray,Calfuray M. Tanner,F,Black,63.42,Tanner,M.,I,57.72,GA,167,43629
120 S. Washington Avenue,55,King's Landing,PHD,L,0,Gertrude,Gertrude L. Thomas,F,Brown,66.55,Thomas,L.,W,57.330000000000005,WA,158,69512
342 S. 34 Blvd.,76,Mordor,MAS,C,0,Oscar,Oscar J. Long,M,Black,63.56,Long,J.,W,55.0,IL,165,32519
